time_stamp;title;topic
2011-09-05;RWE [ DAX index] hits year-low 16th time in three months;1
2013-12-05;RWE Dea UK acquires licence shares West of Shetland;-1
2022-11-10;"RWE ADR (RWEOY: $41.22) accelerates rise, up 6.1% in 2 days; +$1.81 [4.6%]";1
2022-07-27;RWE raises outlook for fiscal 2022;2
2020-08-24;Largely spared by pandemic, RWE zooms in on renewables, hydrogen ambitions;0
2019-07-30;EQS -Adhoc: RWE Aktiengesellschaft: RWE AG raises Group earnings forecast for;2
2010-04-12;RWEOY Pays 4.67775 approximate Per Share Record Date 04/22/2010;2
2015-10-20;RWE wraps up 16- MW PV park in Hungary , 45 MW of wind in Poland;0
2009-08-28;Deal Snapshot: GERMAN RWE DEA CLOSES BUY OF 70% OF BREAGH FIELD;4
2019-01-18;- RWE lays cornerstone for globally leading renewables business;0
2022-12-06;RWE signs preliminary agreement to off-take ammonia from Namibia project;-1
2018-02-14;RWE Generation statement on the T-4 UK capacity auction;2
2011-09-23;RWE [ DAX index] rises in strong trading with rising open interest;1
2022-09-30;QIA Invests EUR 2.43 Billion to Accelerate RWE 's;2
2008-04-18;RWE supervisory board scrutinises Belene nuclear power plant plans - report;-1
2020-12-23;RWE shuts down 1st lignite unit under German coal phaseout;-1
2015-08-17;- RWE UK half-year 2015 financial performance;2
2011-11-09;RWE [ DAX index] drops to one-month low on firm volume;1
2012-04-16;RWE Dea makes oil discovery in Norwegian North Sea;4
2009-10-30;RWE , Turcas to build Turkish power plant;-1
2011-04-04;RWE [ DAX index] rises in strong trading with rising open interest, continues strong weekly trend;1
2013-12-18;MVM shareholders okay buy of RWE 's Fogaz stake;2
2014-10-16;Market Chatter: Germany 's RWE Declines on Report It May Sell U.K. Assets Separately;2
2015-02-24;- RWE to extend cooperation with Macquarie;2
2011-02-11;RWE [ DAX index] strengthens above Moving Average Price (MAP);1
2008-05-15;ROUNDUP RWE Q1 misses expectations, but prospects for coming quarters reassure;2
2020-10-12;"INTERNATIONAL PATENT: RWE POWER AG FILES APPLICATION FOR ""APPARATUSES AND METHODS FOR ASCERTAINING AN ELEMENTAL COMPOSITION OF A MATERIAL""";3
2010-06-01;RWE considers privatisation of HPPs in Turkey - report;-1
2012-12-24;- RWE completes sale of its license interest in 'Edvard Grieg';-1
2016-11-28;LAW: Court hears Peruvian farmer suing RWE for emissions;-1
2011-11-21;RWE confirms venture capital project with Bankhaus Lampe;-1
2009-02-26;RWE AG FY08 profit declines - Quick Facts;2
2009-04-21;Czech RWE Transgas net profit falls 22% Y/Y 2008;2
2008-05-19;RWE meets opposition to its plans to set up countrywide water business;0
2012-10-16;"RWE sells licence interest in ""Edvard Grieg""";3
2011-08-10;- RWE AG - Peter Terium appointed member and Deputy Chairman of Executive Board;2
2017-02-22;RWE Board Resolves Dividend Proposal 2016, Gives Dividend Outlook;2
2009-10-14;RWE not to submit final bid for Polish Enea;-1
2009-03-18;EC approves RWE 's plan to sell gas transportation network;2
2016-09-27;RWE AG : Ad-hoc-disclosure according to Art. 17 MAR Executive Board and Supervisory Board committee determine price range and offer structure for IPO of innogy SE;2
2010-07-12;Gazprom seeks to woo RWE away from Nabucco - report;-1
2009-02-10;El Paso Corporation , RWE Dea AG Enter Into Joint Exploration in Egypt;4
2011-08-02;RWE [ DAX index] falls in weak trading with rising open interest, weekly and monthly trend remains weak;1
2012-11-15;RWE preference price 4.5% below VWP;2
2009-07-07;Deal snapshot: GERMAN RWE INNOGY BUYS INTO TWO SCANDINAVIAN BIOMASS TECH COS;4
2009-01-20;German RWE Innogy to form JV with local Daldrup & Soehne;-1
2011-12-29;RWE preference [Energy] increases 1.7% on low volume;1
2018-07-19;RWE AG : Ad-hoc-disclosure according to Art. 17 MAR - RWE and innogy conclude framework agreement to support RWE /E.ON transaction;2
2009-04-06;German Bilfinger Berger to supply piping systems to RWE Power;-1
2008-04-29;RWEOY Pays 4.98172 final Per Share Record Date 04/21/2008;2
2010-02-11;Norwegian AGR Group gets extension for Bredford Dolphin contract;-1
2011-11-25;RWE [Energy] rises in strong trading with rising open interest;1
2015-07-08;- RWE AG - ELMU-EMASZ enters the Hungarian natural gas market;4
2011-07-14;RWE announces deal to sell 74.9% in Amprion;2
2013-07-12;RWE negotiates sale of DEA unit to Qatar - report;4
2014-08-25;STI Participates in Showcasing Superconducting Fault Current Limiters and Superconducting High Performance Cable for the Grid Nexans, LS Cable, RWE Deutschland AG and STI Jointly Exhibit Solutions at CIGRE 2014;-1
2012-11-26;RWE Dea receives new offshore concession in Egypt;4
2009-10-26;RWE puts Suwalki wind farm on stream;0
2014-09-30;"Swiss Federal Institute of Intellectual Property granted patent to RWE AG on September 24 titled as ""METHOD AND DEVICE FOR CHARGING ELECTRICAL VEHICLES""";3
2019-05-27;German M&A Deals: Uniper, Evonik , RWE;3
2022-11-25;"Weekly: RWE ADR (RWEOY: $44.12) rises for a fifth consecutive week, a five-week rise of 20.9%; +$2.06 [4.9%]";1
2008-01-31;German RWE, Steag Cancel Power Plant Construction Projects;3
2009-10-27;Supplying Frankfurt Airport with Renewable Energies - RWE Innogy/Daldrup & Sohne and Fraport Jointly Explore Waldorf Geothermal Field - New System Concept Focuses on Combining Geothermal Energy and Biogas;-1
2011-06-30;RWE [ DAX index] rises 1.3% on high volume rising for a third consecutive day, a three day rise of 3.2%;1
2011-07-21;RWE [ DAX index] rises 2.3%, for a 3-day rise of 6.6%, on high volatility and expanding price range;1
2011-02-28;RWE [ DAX index] falls in weak trading with rising open interest, weekly and monthly trend remains weak;1
2008-05-15;German RWE Posts 1.4 Bln Euro Adjusted Net Profit Q1 2008;2
2016-12-27;Profile of Arno Hahn Chairman of RWE;-1
2008-09-19;German RWE Drops Plans to Buy Russian TGK-2;-1
2008-11-11;"GERMAN STOCKS - WestLB ups RWE to ""add"", raises share target";-1
2011-10-19;RWE [ DAX index] rises in strong trading with rising open interest, continues strong monthly trend;1
2009-08-24;RWE Energy boosts PSI stake to 17.77%;1
2008-08-29;German RWE To Build Power Plant in Huerth;0
2013-11-18;RWE releases outlook for 2014 -- Results in 2014 expected to be significantly lower than the outlook for 2013;2
2013-12-19;RWE Dea and Repsol spud first exploration well in Mauritania;4
2014-01-17;RWE may cut stakes in Galloper, Triton Knoll offshore wind schemes;0
2014-03-06;RWE reports annual net loss, provides guidance for 2014;2
2013-09-10;RWE Dea : A new gas producer in Egypt;4
2011-03-22;- RWE Dea musical scholarship awarded, In Grieg's footsteps;4
2009-04-27;Essent says acquisition by RWE best option;2
2011-11-15;- RWE resolutely implements package of measures;1
2012-09-24;- RWE npower - Pembroke Power Station officially opens;-1
2019-09-13;Report: RWE may look to sell  4B stake in E.ON following asset swap deal;2
2017-12-01;RWE AG ST Financial Reports: Report on the first three quarters of 2014;2
2008-02-22;German RWE 2007 Operating Profit 6.35 Bln Euro;2
2020-05-15;RWE blasts 'questionable' Norway fund divestment, dismisses threat of copycats;-1
2008-02-15;RWE completes first electricity auction under agreement with cartel office;-1
2011-09-30;RWE [ DAX index] drops 2.3% on high volatility;1
2016-06-30;"RWE Unveils New Unit Innogy, Plans IPO By Year-end; Sees 70%-80% Dividend Ratio";2
2012-01-23;RWE Dea commences drilling of second well in Norwegian Sea;4
2013-07-11;UK okays RWE's 1.2-GW Triton Knoll offshore wind farm;0
2011-11-30;RWE [Energy] rises in strong trading with rising open interest, continues strong weekly trend;1
2009-08-18;American Water Announces Exercise of Over-Allotment Option RWE 's Offering of American Water Common Stock Complete;-1
2011-11-10;German RWE suffers nuclear exist, 9-mo net profit plunges 46% Y/Y;2
2012-06-11;- RWE intensifies its focus on sustainability;0
2009-02-03;German RWE to issue benchmark bond;-1
2012-11-12;- RWE Dea - 25 years' crude oil production from Mittelplate;4
2011-07-15;RWE AG Sells Its Majority Stake in Amprion GmbH to Financial Investors;2
2012-05-09;RWE Dea establishes new gas storage company;4
2022-11-04;Friday November 04, 2022 What Happened Today to the RWE ADR;-1
2009-05-05;Deal snapshot: GERMAN RWE TO ACQUIRE 27% IN BELGIAN WIND FARM DEVELOPER;0
2011-02-25;"WIPO ASSIGNS PATENT TO RWE FOR ""METHOD AND DEVICE FOR IDENTIFYING AN ELECTRIC VEHICLE IN RELATION TO A BILLING SYSTEM"" ( GERMAN INVENTORS)";3
2022-10-20;"RWE ADR (RWEOY: $36.89) down 3.3% in 2 days; -21.5c [-0.6%]";1
2012-11-12;German RWE Dea wins new concession in Egypt;4
2011-09-21;RWE [ DAX index] drops 5.0% on high volatility;1
2016-04-05;RWE names new board members of RWE Supply & Trading;2
2018-07-18;DGAP-Adhoc: E.ON SE: E.ON and innogy agree on joint preparation for integration and other support measures (english);2
2011-06-17;"Possible Iberdrola, RWE merger seen as ""logical, defensive"" by UBS";-1
2022-10-03;Con Edison sells clean energy businesses to RWE for $6.8B;3
2014-03-07;- RWE npower - Generation and domestic supply profits down, business supply profits up;2
2012-10-29;RWE preference falls in 4 out of last 5 days;1
2008-11-11;RWE 9 month net profit falls to 2.2 billion euros;2
2010-10-06;RWE to sell 75% of high-voltage grid - report;2
2012-10-24;RWE npower renewables gets go-ahead for 18-MW wind project;0
2013-02-01;RWE commissions Thornton Bank 2 offshore wind farm;0
2011-08-03;RWE seeks successor to CEO Grossmann - report;2
2013-11-01;Fred . Olsen takes RWE npower's 50% in 118.5-MW wind JV;0
2011-06-10;RWE [ DAX index] drops 2.3% on high volatility;1
2021-07-30;DGAP-Adhoc: RWE Aktiengesellschaft: RWE raises Group earnings forecast for fiscal 2021 (english);2
2014-04-08;"US Patent granted to RWE AG ( Delaware ) on April 08 titled as ""Method and device for communication between an electric vehicle and a charging station""";3
2009-05-14;Energy company RWE 1Q net profit more than doubles;2
2010-02-22;Vestas gets order for 13 wind turbines from RWE Innogy in Italy;0
2018-10-05;RWE AG : Delay In Forest Clearance In Hambach To Negatively Affect 2019 EBITDA;2
2013-03-12;BASF's Wintershall eyes RWE's Dea unit;4
2008-06-30;"GERMAN STOCKS - Unicredit Keeps ""Hold"" on RWE";-1
2010-03-17;German RWE to lay off 50% of HQ employees - report;-1
2010-10-05;RWE Innogy expands venture capital operations;2
2011-09-12;RWE Npower Renewables launches public consultation on UK offshore wind project - report;0
2018-09-14;Germany : RWE fears lignite industry collapse in hasty coal exit by Merkel;4
2012-12-18;EPH expects RWE to pick buyer for Net4Gas in Q1 2013;-1
2018-03-12;Innogy Reports Lower Profit But Higher Revenue Amid RWE , E.ON Deal;2
2021-06-23;Rolf Martin Schmitz of RWE in third quartile of Large MCap CEO Scorecard for past quarter Wednesday June 23, 2021;2
2011-09-27;RWE Dea AG Receives Patent for Process for the Chemical Reaction of Substances in a Reaction Column;3
2011-05-31;DGAP-PVR: RWE AG : Release according to Article 26, Section 1 of the WpHG [the;-1
2011-04-15;RWE issues profit warning on Fukushima crisis - report;2
2009-05-18;Essent 's main shareholder OKs RWE takeover;2
2018-02-16;RWE ends rating by Standard & Poor´s;-1
2012-04-11;Germany 's RWE to start drilling in Turkmenistan in 2013;-1
2015-02-13;Statkraft to buy 50% in 900-MW RWE wind project off UK;0
2011-04-26;RWE Dea enters Trinidad and Tobago's oil market;4
2013-09-20;RWE eyes 3,400 generation-unit job cuts in 3 countries as profit drops;2
2011-06-20;RWE [ DAX index] continues significant downtrend, decreases 1.6%;1
2017-11-20;-RWE remains right on track after the first three quarters of fiscal 2017;2
2011-10-07;Weekly: RWE rises in strong trading with rising open interest, continues strong monthly trend;1
2015-05-13;RWE 's renewables op profit rises 56% in Q1 2015;2
2019-08-22;RWE acquires stake in Slovakian utility from innogy;0
2011-07-04;Goldman Sachs helps RWE examine options for Npower unit;-1
2011-06-28;RWE [ DAX index] hits year-low 12th time in three months;1
2010-04-30;RWE npower erects first turbine at 19 MW wind farm;0
2012-10-31;DGAP-PVR: RWE Aktiengesellschaft : Release according to Article 26, Section 1 of;4
2011-12-29;Rwe AG declines 2.7% on low volume;1
2014-05-12;-SOCAR and RWE Dea sign Joint Study Agreement;2
2012-05-29;DGAP-PVR: RWE Aktiengesellschaft : Release according to Article 26, Section 1 of;4
2009-02-13;German RWE Innogy enters into partnership with Westphalia-Lippe Agricultural Association;-1
2012-10-09;RWE declines 2.8% on weak volume;1
2012-06-20;RWE to supply green power to DFB Media Centre;-1
2018-10-12;RWE shares drop to 7-month low following court order to halt forest clearing;1
2008-03-26;RWE to lose safeguard against takeovers as municipalities divest shares - report;2
2011-03-01;Month to February 28: Rwe trails 78.3% of stocks, price 4.0% below volume weighted price;2
2022-05-16;RWE offer to reboot German coal plants 'not a flip' of strategy, CFO says;-1
2008-11-03;RENEWABLES - RWE Innogy buys 50% in offshore wind power project in UK;0
2013-01-29;PGE Teams Up with RWE for Cooperation;2
2012-06-12;Public inquiry kicks off on RWE npower 18-MW wind project in England;0
2020-01-20;E.ON sets cash compensation for innogy's remaining minority shareholders;2
2022-11-15;"RWE ADR (RWEOY: $40.52) increases 1.1%; +44c [1.1%]";1
2017-03-14;DGAP-News: RWE Aktiengesellschaft: RWE does not comment on press speculation regarding a possible takeover of innogy by third parties (english);2
2011-04-13;Moody's mulls over downgrading RWE 's ratings on gloomy 2011 outlook;2
2011-01-06;"WIPO ASSIGNS PATENT TO RWE FOR ""CHARGING CABLE PLUG FOR ELECTRIC VEHICLES"" ( GERMAN INVENTORS)";3
2022-01-07;Northland Power , RWE partner to develop 1.3-GW offshore wind cluster in Germany;0
2014-02-21;RWE sees bigger fall in profits in 2014 - report;2
2010-09-23;RWE to intensify savings measures - report;2
2011-11-03;RWE Dea seeks approval to drill exploration wells off the coast of Schleswig-Holstein , Lower Saxony;4
2020-11-23;RWE To Sell 49% Stake In UK Offshore Wind Farm To Greencoat For GBP 648 Mln;0
2011-12-09;Weekly: RWE preference drops 3.8% on high volatility and expanding price range;1
2011-09-09;RWE [ DAX index] hits year-low 17th time in three months;1
2008-02-20;German utility RWE launches euro2.5B buyback of its shares;-1
2013-12-19;RWE sells stake in Hungarian Foegaz;2
2012-09-10;RWE preference in its biggest trailing week gain for 3 months;1
2014-09-29;British regulators delay closing of RWE's oil, gas unit sale;-1
2009-08-18;"IR keeps ""accumulate"" on RWE after bid for Enea";2
2014-03-07;- RWE Dea and Lionsraw secure the long-term future of the Cleveland Juniors Football Club in Middlesbrough;4
2013-06-10;RWE Innogy receives approval for construction of Galloper offshore wind farm;0
2021-05-24;RWE , Facebook , TVA partner to develop 150- MW solar farm in Tennessee;0
2009-07-13;RWE breaks ground on 50 MW solar thermal plant in Spain;0
2011-07-26;RWE [ DAX index] rises 0.9% on weak volume;1
2013-11-21;Mikhail Fridman -led consortium to reportedly bid for RWE's DEA unit;4
2022-04-28;RWE CEO decries 'sledgehammer approach' before investor vote on lignite spinoff;-1
2015-03-04;Russian Takes On RWE ’s North Sea Assets;4
2011-05-24;RWE [ DAX index] rises in strong trading with rising open interest;1
2015-09-21;-Announcement subsequent to today's Supervisory Board meeting of RWE AG;2
2011-10-07;RWE [ DAX index] hits two-month high;1
2020-04-23;RWE , Bank of America close tax equity deal for 151- MW wind farm in Texas;0
2013-09-19;Semco wins substation job for RWE 295- MW offshore wind farm;0
2009-03-05;RWE plans EUR 80m gas pipeline in Czech Republic;4
